Student_ID,Student_Query,Priority
S3402,Hall ticket not generated before exam,High
S3403,Elective subject change request,Medium
S3404,Website navigation help,Low
S3405,Scholarship not credited,High
S3406,Hostel accommodation query,Medium
S3407,Campus map request,Low
S3408,Hostel accommodation query,Medium
S3409,Hall ticket not generated before exam,High
S3410,Academic calendar request,Low
S3411,Hall ticket not generated before exam,High
S3412,Website navigation help,Low
S3413,Library timings inquiry,Low
S3414,Bonafide certificate request,Medium
S3415,Library timings inquiry,Low
S3416,Scholarship not credited,High
S3417,Exam result not published,High
S3418,Academic calendar request,Low
S3419,Website navigation help,Low
S3420,Internship letter request,Medium
S3421,Academic calendar request,Low
S3422,Website navigation help,Low
S3423,Missed exam due to medical emergency,High
S3424,Hall ticket not generated before exam,High
S3425,Library timings inquiry,Low
S3426,Internship letter request,Medium
S3427,Website navigation help,Low
S3428,Library access issue,Medium
S3429,Bonafide certificate request,Medium
S3430,Hostel accommodation query,Medium
S3431,Library access issue,Medium
S3432,Bonafide certificate request,Medium
S3433,Missed exam due to medical emergency,High
S3434,Library timings inquiry,Low
S3435,Library access issue,Medium
S3436,Library access issue,Medium
S3437,Event information query,Low
S3438,Bonafide certificate request,Medium
S3439,Website navigation help,Low
S3440,Scholarship not credited,High
S3441,Hostel accommodation query,Medium
S3442,Missed exam due to medical emergency,High
S3443,Exam result not published,High
S3444,Hostel accommodation query,Medium
S3445,Event information query,Low
S3446,Elective subject change request,Medium
S3447,Library access issue,Medium
S3448,Library timings inquiry,Low
S3449,Campus map request,Low
S3450,Bonafide certificate request,Medium
S3451,Fee payment issue before deadline,High
S3452,Elective subject change request,Medium
S3453,Campus map request,Low
S3454,Exam result not published,High
S3455,Hostel accommodation query,Medium
S3456,Internship letter request,Medium
S3457,Exam result not published,High
S3458,Event information query,Low
S3459,Website navigation help,Low
S3460,Hall ticket not generated before exam,High
S3461,Fee payment issue before deadline,High
S3462,Exam result not published,High
S3463,Elective subject change request,Medium
S3464,Missed exam due to medical emergency,High
S3465,Internship letter request,Medium
S3466,Elective subject change request,Medium
S3467,Internship letter request,Medium
S3468,Missed exam due to medical emergency,High
S3469,Event information query,Low
S3470,Bonafide certificate request,Medium
S3471,Campus map request,Low
S3472,Website navigation help,Low
S3473,Library timings inquiry,Low
S3474,Library access issue,Medium
S3475,Fee payment issue before deadline,High
S3476,Elective subject change request,Medium
S3477,Fee payment issue before deadline,High
S3478,Campus map request,Low
S3479,Library access issue,Medium
S3480,Library access issue,Medium
S3481,Academic calendar request,Low
S3482,Internship letter request,Medium
S3483,Event information query,Low
S3484,Missed exam due to medical emergency,High
S3485,Hall ticket not generated before exam,High
S3486,Library access issue,Medium
S3487,Library access issue,Medium
S3488,Event information query,Low
S3489,Exam result not published,High
S3490,Library timings inquiry,Low
S3491,Missed exam due to medical emergency,High
S3492,Fee payment issue before deadline,High
S3493,Exam result not published,High
S3494,Bonafide certificate request,Medium
S3495,Library timings inquiry,Low
S3496,Campus map request,Low
S3497,Elective subject change request,Medium
S3498,Hostel accommodation query,Medium
S3499,Library timings inquiry,Low
S3500,Elective subject change request,Medium
S3501,Event information query,Low
S3502,Library access issue,Medium
S3503,Exam result not published,High
S3504,Hostel accommodation query,Medium
S3505,Elective subject change request,Medium
S3506,Library access issue,Medium
S3507,Website navigation help,Low
S3508,Library timings inquiry,Low
S3509,Missed exam due to medical emergency,High
S3510,Campus map request,Low
S3511,Website navigation help,Low
S3512,Hall ticket not generated before exam,High
S3513,Hostel accommodation query,Medium
S3514,Hall ticket not generated before exam,High
S3515,Event information query,Low
S3516,Fee payment issue before deadline,High
S3517,Hall ticket not generated before exam,High
S3518,Fee payment issue before deadline,High
S3519,Hostel accommodation query,Medium
S3520,Exam result not published,High
S3521,Hall ticket not generated before exam,High
S3522,Library access issue,Medium
S3523,Academic calendar request,Low
S3524,Hall ticket not generated before exam,High
S3525,Hostel accommodation query,Medium
S3526,Campus map request,Low
S3527,Elective subject change request,Medium
S3528,Bonafide certificate request,Medium
S3529,Hall ticket not generated before exam,High
S3530,Fee payment issue before deadline,High
S3531,Website navigation help,Low
S3532,Scholarship not credited,High
S3533,Library access issue,Medium
S3534,Event information query,Low
S3535,Scholarship not credited,High
S3536,Elective subject change request,Medium
S3537,Scholarship not credited,High
S3538,Academic calendar request,Low
S3539,Hall ticket not generated before exam,High
S3540,Internship letter request,Medium
S3541,Academic calendar request,Low
S3542,Bonafide certificate request,Medium
S3543,Academic calendar request,Low
S3544,Hall ticket not generated before exam,High
S3545,Fee payment issue before deadline,High
S3546,Hall ticket not generated before exam,High
S3547,Hall ticket not generated before exam,High
S3548,Library access issue,Medium
S3549,Library access issue,Medium
S3550,Fee payment issue before deadline,High
S3551,Bonafide certificate request,Medium
S3552,Exam result not published,High
S3553,Fee payment issue before deadline,High
S3554,Exam result not published,High
S3555,Bonafide certificate request,Medium
S3556,Internship letter request,Medium
S3557,Hostel accommodation query,Medium
S3558,Hall ticket not generated before exam,High
S3559,Hall ticket not generated before exam,High
S3560,Event information query,Low
S3561,Scholarship not credited,High
S3562,Fee payment issue before deadline,High
S3563,Event information query,Low
S3564,Fee payment issue before deadline,High
S3565,Website navigation help,Low
S3566,Missed exam due to medical emergency,High
S3567,Hall ticket not generated before exam,High
S3568,Library timings inquiry,Low
S3569,Library access issue,Medium
S3570,Internship letter request,Medium
S3571,Campus map request,Low
S3572,Exam result not published,High
S3573,Bonafide certificate request,Medium
S3574,Academic calendar request,Low
S3575,Missed exam due to medical emergency,High
S3576,Event information query,Low
S3577,Missed exam due to medical emergency,High
S3578,Elective subject change request,Medium
S3579,Exam result not published,High
S3580,Exam result not published,High
S3581,Hall ticket not generated before exam,High
S3582,Campus map request,Low
S3583,Bonafide certificate request,Medium
S3584,Exam result not published,High
S3585,Exam result not published,High
S3586,Event information query,Low
S3587,Internship letter request,Medium
S3588,Event information query,Low
S3589,Library timings inquiry,Low
S3590,Website navigation help,Low
S3591,Website navigation help,Low
S3592,Bonafide certificate request,Medium
S3593,Library access issue,Medium
S3594,Bonafide certificate request,Medium
S3595,Website navigation help,Low
S3596,Fee payment issue before deadline,High
S3597,Internship letter request,Medium
S3598,Fee payment issue before deadline,High
S3599,Website navigation help,Low
S3600,Website navigation help,Low
S3601,Elective subject change request,Medium
S3602,Website navigation help,Low
S3603,Internship letter request,Medium
S3604,Scholarship not credited,High
S3605,Academic calendar request,Low
S3606,Campus map request,Low
S3607,Library access issue,Medium
S3608,Academic calendar request,Low
S3609,Event information query,Low
S3610,Hall ticket not generated before exam,High
S3611,Internship letter request,Medium
S3612,Hostel accommodation query,Medium
S3613,Event information query,Low
S3614,Exam result not published,High
S3615,Library timings inquiry,Low
S3616,Website navigation help,Low
S3617,Library access issue,Medium
S3618,Campus map request,Low
S3619,Fee payment issue before deadline,High
S3620,Campus map request,Low
S3621,Missed exam due to medical emergency,High
S3622,Library access issue,Medium
S3623,Elective subject change request,Medium
S3624,Event information query,Low
S3625,Library access issue,Medium
S3626,Internship letter request,Medium
S3627,Bonafide certificate request,Medium
S3628,Bonafide certificate request,Medium
S3629,Elective subject change request,Medium
S3630,Campus map request,Low
S3631,Event information query,Low
S3632,Library timings inquiry,Low
S3633,Website navigation help,Low
S3634,Event information query,Low
S3635,Missed exam due to medical emergency,High
S3636,Internship letter request,Medium
S3637,Internship letter request,Medium
S3638,Event information query,Low
S3639,Hostel accommodation query,Medium
S3640,Library access issue,Medium
S3641,Internship letter request,Medium
S3642,Fee payment issue before deadline,High
S3643,Library timings inquiry,Low
S3644,Fee payment issue before deadline,High
S3645,Fee payment issue before deadline,High
S3646,Elective subject change request,Medium
S3647,Elective subject change request,Medium
S3648,Elective subject change request,Medium
S3649,Bonafide certificate request,Medium
S3650,Academic calendar request,Low
S3651,Academic calendar request,Low
S3652,Missed exam due to medical emergency,High
S3653,Fee payment issue before deadline,High
S3654,Library timings inquiry,Low
S3655,Hall ticket not generated before exam,High
S3656,Academic calendar request,Low
S3657,Internship letter request,Medium
S3658,Fee payment issue before deadline,High
S3659,Event information query,Low
S3660,Event information query,Low
S3661,Scholarship not credited,High
S3662,Hostel accommodation query,Medium
S3663,Elective subject change request,Medium
S3664,Fee payment issue before deadline,High
S3665,Missed exam due to medical emergency,High
S3666,Library access issue,Medium
S3667,Fee payment issue before deadline,High
S3668,Elective subject change request,Medium
S3669,Campus map request,Low
